Name,AXA Category,Organiser,Length (Hours),Avg. User Rating,Total Enrollments,Total Ratings,Difficulty,Public URL,AXA URL
Addressing Large Hadron Collider Challenges by Machine Learning,Data Science,National Research University Higher School of Economics,16,4.517857142857143,6236,56,Advanced,https://www.coursera.org/learn/hadron-collider-machine-learning,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=T4sR76ljEeeF1RLK9c5stA&productType=course&showMiniModal=true
How Google does Machine Learning,Data Science,Google Cloud,10,4.593249675465167,52375,4622,Intermediate,https://www.coursera.org/learn/google-machine-learning,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=BIU_pgCCEeiZdg6RDGBSdg&productType=course&showMiniModal=true
Launching into Machine Learning,Data Science,Google Cloud,7,4.600814026299311,18342,3194,Intermediate,https://www.coursera.org/learn/launching-machine-learning,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=lTAKbxf1EeiB7BJMyhcJoA&productType=course&showMiniModal=true
Intro to TensorFlow,Data Science,Google Cloud,10,4.463760504201681,16050,1904,Intermediate,https://www.coursera.org/learn/intro-tensorflow,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=-RdrYBzlEeiXawqf8NC2Yg&productType=course&showMiniModal=true
Feature Engineering,Data Science,Google Cloud,11,4.471590909090909,10525,1232,Intermediate,https://www.coursera.org/learn/feature-engineering,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=cS_C5UgCEeimMA5aS6rd2g&productType=course&showMiniModal=true
Art and Science of Machine Learning,Data Science,Google Cloud,8,4.596153846153846,8691,988,Intermediate,https://www.coursera.org/learn/art-science-ml,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=OJlYSUgFEeiRoQ52x8gP0g&productType=course&showMiniModal=true
End-to-End Machine Learning with TensorFlow on GCP,Data Science,Google Cloud,11,4.550051599587204,18576,969,Advanced,https://www.coursera.org/learn/end-to-end-ml-tensorflow-gcp,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=V4QRgobREei8Cw6fDgqybg&productType=course&showMiniModal=true
Production Machine Learning Systems,Data Science,Google Cloud,8,4.586994727592267,5055,569,Advanced,https://www.coursera.org/learn/gcp-production-ml-systems,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=BwuL5JwaEeigWgp_hi6FmA&productType=course&showMiniModal=true
Image Understanding with TensorFlow on GCP,Data Science,Google Cloud,12,4.593272171253822,4019,327,Advanced,https://www.coursera.org/learn/image-understanding-tensorflow-gcp,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=Y23EubLbEeiKUAqNzm0xRA&productType=course&showMiniModal=true
Sequence Models for Time Series and Natural Language Processing,Data Science,Google Cloud,13,4.453571428571428,4372,280,Advanced,https://www.coursera.org/learn/sequence-models-tensorflow-gcp,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=7sNP37xrEeiL4Q6DgrZ6DA&productType=course&showMiniModal=true
Recommendation Systems with TensorFlow on GCP,Data Science,Google Cloud,11,4.520325203252033,3525,246,Advanced,https://www.coursera.org/learn/recommendation-models-gcp,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=LsMF0rxtEei1aQ5Zl9xCuA&productType=course&showMiniModal=true
Introduction to Data Analytics for Business,Data Science,University of Colorado Boulder,18,4.65814696485623,31021,626,Mixed,https://www.coursera.org/learn/data-analytics-business,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=lJgyVBhjEeammQ6NfVLBSw&productType=course&showMiniModal=true
Predictive Modeling and Analytics,Data Science,University of Colorado Boulder,22,3.841463414634146,13646,246,Mixed,https://www.coursera.org/learn/predictive-modeling-analytics,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=9UNXvxRxEeajWgpXwy6yqw&productType=course&showMiniModal=true
Business Analytics for Decision Making,Data Science,University of Colorado Boulder,11,4.505190311418685,14244,289,Mixed,https://www.coursera.org/learn/business-analytics-decision-making,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=oeHwKhiDEea2Gw5ROLcooQ&productType=course&showMiniModal=true
Communicating Business Analytics Results,Data Science,University of Colorado Boulder,9,4.372549019607843,5451,153,Mixed,https://www.coursera.org/learn/communicating-business-analytics-results,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=eUWBVhk4Eeag3wpmDUdcTQ&productType=course&showMiniModal=true
Advanced Business Analytics Capstone,Data Science,University of Colorado Boulder,17,4.444444444444445,918,18,Mixed,https://www.coursera.org/learn/data-analytics-business-capstone,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=MyAqh28OEeaixgoUiWw-cQ&productType=course&showMiniModal=true
Algorithmic Toolbox,Data Science,"National Research University Higher School of Economics, University of California San Diego",33,4.665845070422535,174131,5680,Intermediate,https://www.coursera.org/learn/algorithmic-toolbox,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=nA4RUW01EeW8nRIpKnwp7Q&productType=course&showMiniModal=true
Data Structures,Data Science,"National Research University Higher School of Economics, University of California San Diego",27,4.659470468431772,102329,2455,Intermediate,https://www.coursera.org/learn/data-structures,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=yOZEQ3lwEeWb-BLhFdaGww&productType=course&showMiniModal=true
Algorithms on Graphs,Data Science,"National Research University Higher School of Economics, University of California San Diego",17,4.724137931034483,51921,1305,Intermediate,https://www.coursera.org/learn/algorithms-on-graphs,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=R1xPlXlzEeW3pg6oA-kqJQ&productType=course&showMiniModal=true
Algorithms on Strings,Data Science,"National Research University Higher School of Economics, University of California San Diego",17,4.479166666666667,37678,672,Intermediate,https://www.coursera.org/learn/algorithms-on-strings,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=UnTtYHl0EeWfrQ7ngHMGEQ&productType=course&showMiniModal=true
Advanced Algorithms and Complexity,Data Science,"National Research University Higher School of Economics, University of California San Diego",23,4.56806282722513,34771,382,Advanced,https://www.coursera.org/learn/advanced-algorithms-and-complexity,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=w7FFV3l0EeW53BJEfL52qQ&productType=course&showMiniModal=true
Data Science Ethics,Data Science,University of Michigan,16,4.603305785123967,4692,121,Beginner,https://www.coursera.org/learn/data-science-ethics,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=H0QlQ4hFEeepbRJnqPie6A&productType=course&showMiniModal=true
Data Science Ethics,Data Science,University of Michigan,16,4.603305785123967,4692,121,Beginner,https://www.coursera.org/learn/data-science-ethics,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=H0QlQ4hFEeepbRJnqPie6A&productType=course&showMiniModal=true
Data Science Ethics,Data Science,University of Michigan,16,4.603305785123967,4692,121,Beginner,https://www.coursera.org/learn/data-science-ethics,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=H0QlQ4hFEeepbRJnqPie6A&productType=course&showMiniModal=true
Exploring ?and ?Preparing ?your ?Data with BigQuery,Data Science,Google Cloud,11,4.659801678108314,19413,1311,Beginner,https://www.coursera.org/learn/gcp-exploring-preparing-data-bigquery,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=fcZrZLB0EeeQLRLS0gmBZA&productType=course&showMiniModal=true
Creating New BigQuery Datasets and Visualizing Insights,Data Science,Google Cloud,8,4.617231638418079,7039,708,Beginner,https://www.coursera.org/learn/gcp-creating-bigquery-datasets-visualizing-insights,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=atkdXbKeEeemqw5WgBHkCA&productType=course&showMiniModal=true
Achieving Advanced Insights with BigQuery,Data Science,Google Cloud,8,4.696461824953445,4882,537,Beginner,https://www.coursera.org/learn/gcp-advanced-insights-bigquery,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=5fSeCLKeEeeAthJYvqnYpg&productType=course&showMiniModal=true
Applying Machine Learning to your Data with GCP,Data Science,Google Cloud,8,4.703529411764706,5495,425,Intermediate,https://www.coursera.org/learn/data-insights-gcp-apply-ml,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=T_e2Fp5sEeehoxIgNgFKoA&productType=course&showMiniModal=true
Getting Started with SAS Programming,"Data Science, Finance",SAS,25,4.867120954003407,15733,587,Beginner,https://www.coursera.org/learn/sas-programming-basics,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=Tx7bH4XkEeiLtQ4wBPSBfA&productType=course&showMiniModal=true
Leading Change in Health Informatics,Data Science,Johns Hopkins University,19,4.872340425531915,857,47,Beginner,https://www.coursera.org/learn/leading-change-health-informatics,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=jePrjEQ1Eeim3goWHozWuA&productType=course&showMiniModal=true
The Outcomes and Interventions of Health Informatics,Data Science,Johns Hopkins University,12,4.478260869565218,602,23,Beginner,https://www.coursera.org/learn/the-outcomes-and-interventions-of-health-informatics,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=c8sqc0Q1EeiCFArE3fR-sA&productType=course&showMiniModal=true
The Social and Technical Context of Health Informatics,Data Science,Johns Hopkins University,20,4.507042253521127,2770,71,Beginner,https://www.coursera.org/learn/the-socio-technical-health-informatics-context,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=3mn50&currentTab=CATALOG&productId=AqeLjUQ1EeiJ3RL_2DUY7A&productType=course&showMiniModal=true
Introduction to UI Design,Design Product and Software,University of Minnesota,19,4.668900804289544,29256,746,Beginner,https://www.coursera.org/learn/ui-design,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=mcq9f&currentTab=CATALOG&productId=TsI6pDypEea3LQ6P_ZHapQ&productType=course&showMiniModal=true
"HTML, CSS, and Javascript for Web Developers","Design Product and Software, Korean Selection",Johns Hopkins University,33,4.844766685257483,191324,5379,Mixed,https://www.coursera.org/learn/html-css-javascript-for-web-developers,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=mcq9f&currentTab=CATALOG&productId=vhLVVTe9EeWnxw5wP_KHTw&productType=course&showMiniModal=true
Initiation à la théorie des distributions,"Design Product and Software, French Selection",École Polytechnique,26,4.8,4522,15,Mixed,https://www.coursera.org/learn/theorie-des-distributions,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=mcq9f&currentTab=CATALOG&productId=3dUPWH2IEeWKYwric11Hpw&productType=course&showMiniModal=true
Creative Programming for Digital Media & Mobile Apps,Design Product and Software,"Goldsmiths, University of London, University of London",26,4.302325581395348,8434,43,Mixed,https://www.coursera.org/learn/digitalmedia,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=mcq9f&currentTab=CATALOG&productId=NM8GLa2lEeWABgp2r5zOmw&productType=course&showMiniModal=true
An Introduction to Interactive Programming in Python (Part 1),"Design Product and Software, Italian Selection, Korean Selection, Spanish Selection, Chinese Selection",Rice University,30,4.827442827442828,146279,2405,Mixed,https://www.coursera.org/learn/interactive-python-1,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=mcq9f&currentTab=CATALOG&productId=n2zunIlgEeWSMw6QLoDNsQ&productType=course&showMiniModal=true
Python Programming: A Concise Introduction,Design Product and Software,Wesleyan University,14,4.625615763546798,84818,2436,Beginner,https://www.coursera.org/learn/python-programming-introduction,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=mcq9f&currentTab=CATALOG&productId=bfE3GBnoEeWg_RJGAuFGjw&productType=course&showMiniModal=true
Front-End JavaScript Frameworks: Angular,"Design Product and Software, Mobile and Web Development",The Hong Kong University of Science and Technology,37,4.761233480176212,35555,1135,Intermediate,https://www.coursera.org/learn/angular,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=mcq9f&currentTab=CATALOG&productId=7KOMkK4bEeaXlg7d4yL0LA&productType=course&showMiniModal=true
Introduction à la programmation orientée objet (en Java),"Design Product and Software, French Selection",École Polytechnique Fédérale de Lausanne,32,4.779816513761468,15661,218,Intermediate,https://www.coursera.org/learn/programmation-orientee-objet-java,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=mcq9f&currentTab=CATALOG&productId=1tsaMPdsEeWLNRKTxmetJQ&productType=course&showMiniModal=true
Learn to Program: Crafting Quality Code,Design Product and Software,University of Toronto,20,4.638830897703549,38450,479,Mixed,https://www.coursera.org/learn/program-code,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=mcq9f&currentTab=CATALOG&productId=6CxMgSTREeW3AhKilvRZ0Q&productType=course&showMiniModal=true
